U,V
8135,8827
8135,1989
8135,194
8135,4670
8135,3609
8135,7302
8135,5598
8135,14868
8135,13020
8135,13669
8135,4959
8135,7230
8135,10884
2676,6442
6442,7103
6442,15308
6442,16185
6442,9305
6442,18708
6442,14488
13413,13535
13413,6691
13413,17652
13413,10977
13413,11965
13413,12660
13535,8763
13535,2380
13535,10977
13535,1619
13535,12660
13535,8160
13535,15969
13535,15994
13535,6325
13535,17652
13535,11965
6691,9877
6691,2380
6691,10977
6691,440
6691,15139
6691,15345
6691,8093
6691,8160
6691,11965
6691,12660
17652,10977
17652,12660
17652,8160
17652,16527
17652,8093
17652,15795
17652,15969
17652,9271
17652,12284
10977,15969
10977,8048
10977,8093
10977,11965
10977,16527
11965,8160
11965,15994
11965,16749
11965,12594
11965,16239
12660,2380
12660,15969
12660,15994
12660,8093
12660,9271
12660,16527
10822,5654
5654,18365
14160,4170
4170,11991
1993,818
1993,13968
1993,3627
1993,8031
818,13261
818,3627
818,4337
818,8031
818,12960
13968,7118
13968,7939
13968,15481
3627,8031
8031,13261
13261,17885
4337,12960
14562,1652
1652,14766
14044,16480
14044,16948
14044,2125
14044,13318
14044,17572
2678,10883
2678,14139
2678,13619
2678,13424
2678,15108
2678,9531
12140,15480
12607,6612
12607,6633
12607,9514
12607,18140
12607,14285
6612,6744
6612,4390
6612,2404
6612,16166
6612,5852
6612,6274
6612,17992
6633,4230
9514,18140
9514,12889
18140,2510
18140,6678
14285,13711
14285,14745
18957,12828
12161,4233
12161,6964
12161,12393
6964,5689
6964,16276
6964,12393
12393,5689
12393,9512
9077,13841
9077,16276
13841,14347
13841,16388
13841,18015
16276,14434
16276,16538
16276,8704
16158,10904
10904,3062
10904,15225
10904,6081
2115,2865
2115,5689
2865,17141
2865,14404
2865,10239
2865,11056
5689,11414
1648,16892
5751,11435
9318,2021
9318,742
9318,13994
9318,1928
9318,16213
9318,6864
9318,9267
9318,18260
7118,6771
7118,655
7118,3996
7118,111
7118,3266
7118,6006
7118,7389
7118,16090
7118,17533
15481,19087
15481,18775
14,11182
14,7291
14,8534
14,9785
14,10361
14,4212
14,4739
14,5575
14,2789
14,16614
14,14345
14,17395
14345,16540
14345,11182
14345,7745
14345,4739
14345,8365
14345,11642
14345,16614
14345,16806
14345,17394
14345,11742
14345,17605
14345,590
14345,10239
14345,7969
14345,5884
14345,14169
14345,1100
14345,5341
14345,17047
14345,18705
14345,7075
14345,11715
14345,17395
14345,12645
14345,7212
14345,6611
14345,16463
14345,9970
14345,5752
14345,16410
14345,13536
14345,16657
14345,14001
14345,6373
14345,13481
14345,628
14345,9817
14345,6369
14345,13717
14345,16338
14345,11698
4739,11182
4739,18228
4739,8534
4739,11703
4739,2393
4739,13715
4739,11590
4739,17006
4739,10411
4739,1861
4739,12344
4739,16818
4739,9373
4739,10361
4739,12909
4739,7745
4739,2691
4739,4212
4739,167
4739,5575
4739,16614
4739,17395
4739,10542
17395,11182
17395,16614
17395,18172
17395,16806
17395,17527
17395,9240
17395,15005
17395,5852
17395,6020
11182,16540
11182,1868
11182,7694
11182,7440
11182,7591
11182,14400
11182,14551
11182,16614
2510,6678
2510,15455
2510,239
6678,239
6678,1700
6678,15455
6678,3205
6678,7250
6678,7330
6678,8625
6678,18395
2084,9512
18881,1671
14347,16264
14347,12232
14347,18903
14347,19136
14347,10630
14347,15764
14347,18015
16388,2527
18015,5377
18015,4401
18015,16111
18015,13294
18015,13865
18015,15072
18015,7794
18015,11501
18015,12550
2181,809
2181,1318
2181,4548
2181,18361
2181,17035
2181,11329
2181,12200
2181,13024
2181,13026
8824,6135
8824,3865
8824,9107
8824,14068
8824,17485
8824,8704
8824,9628
8824,10746
8824,14544
8824,19118
9937,18402
17898,11067
17898,4893
17898,785
17898,8554
17898,3548
17898,2979
17898,10542
17898,14857
17898,13217
17898,9845
7250,16573
7250,16630
7250,16550
7250,3105
7250,260
7250,13237
7250,13662
7250,3736
7250,5656
7250,15789
7250,6021
7250,15959
7250,6282
7250,10583
7250,10368
7250,11852
2523,701
12769,18838
12769,18771
12769,3532
16099,6020
6020,16687
6020,9094
6020,15005
13740,924
16538,5140
16538,6386
16538,8495
8704,1753
8704,787
8704,19118
3062,11636
3062,15225
3062,6035
3062,3289
3062,6081
3062,915
3062,14406
15225,5845
15225,11636
15225,16591
15225,2000
15225,915
15225,14406
15225,3289
15225,4134
15225,6081
15225,6731
15225,12925
6081,11636
6081,2000
6081,6035
6081,4134
6081,11106
6081,1176
6081,14406
6081,5719
6081,6731
6081,10440
6081,12925
6081,19077
11414,5102
239,15455
239,7330
239,3051
1700,14318
1700,345
1700,15007
1700,5790
1700,4159
1700,134
1700,2358
1700,3963
1700,5852
1700,7823
1700,17082
1700,17238
1700,9564
1700,17639
1700,14119
1700,14641
15455,18395
3205,7330
3205,18395
7330,18395
8625,4834
806,4200
4200,5934
4200,13408
4230,15103
4230,14729
4230,12540
4230,7795
11756,13331
11756,3255
11756,1331
11756,9820
13331,1331
13331,14468
13331,17572
13331,13735
13331,2668
13331,7364
3255,16948
3255,2123
3255,16911
3255,8929
1331,15252
1331,15840
1331,16229
1331,16735
1331,19135
1331,13929
1331,2125
1331,2438
1331,12904
1331,10072
1331,7364
1331,17572
1331,9820
1331,18363
1331,11857
1331,14468
9820,15840
9820,11857
9820,5845
9820,13929
9820,6685
15406,2459
2459,1393
2459,7572
2459,16358
2459,14265
2459,16546
2459,13994
2459,11906
2163,392
2163,14138
2163,14270
2163,3849
2163,14943
2163,4129
2163,4606
2163,16131
2163,7738
2163,8027
2163,16916
2163,17003
2163,17069
2163,8467
2163,17282
2163,9506
2163,10048
2163,10326
2163,10412
2163,10535
2163,10598
2163,18195
2163,11538
392,2849
392,14138
392,16916
392,969
14138,16131
14138,3849
14138,2954
14138,10535
14138,2849
14138,17218
14138,4129
14138,4428
14138,16916
14138,8467
14138,10048
14138,10598
14138,12231
14138,13069
14270,1570
14270,10412
3849,2849
3849,16916
3849,10598
14943,4606
14943,17069
14943,1570
14943,7425
14943,7738
14943,9506
14943,11538
14943,12625
4129,10535
4129,2849
4129,13069
4606,1570
4606,10412
16131,2122
16131,1288
16131,2376
16131,11599
7738,17069
7738,1570
7738,17282
7738,8027
7738,11702
8027,17282
8027,1569
8027,15037
8027,10412
8027,12093
16916,10535
16916,2849
16916,2904
16916,8467
16916,10048
17003,17069
17003,18195
17003,7692
17069,14370
17069,7692
17069,7903
17069,18195
17069,18924
8467,2954
8467,10535
8467,2849
8467,12400
8467,3576
17282,1570
17282,11582
17282,12093
10048,2954
10048,10535
10048,2849
10048,17218
10326,2122
10326,10535
10412,1570
10412,12093
10412,1569
10412,14071
10412,15037
10412,11802
10535,356
10535,696
10535,14071
10535,2768
10535,2849
10535,14971
10535,15429
10535,16354
10535,10598
10535,11749
10535,13069
10598,17218
10598,13069
18195,7075
11538,8453
1570,15617
14370,18924
14370,8459
14370,8363
14370,8900
7692,765
7692,912
7692,1349
7692,13923
7692,1759
7692,5291
7692,6916
7692,8921
7692,12643
7903,18924
7903,18123
7903,9369
18924,7595
15617,7816
15617,12330
15617,9176
15617,11640
7425,12864
12625,11802
7075,2393
7075,16818
7075,8374
7075,17047
7075,13536
7075,13717
7075,16338
7075,16410
7075,9970
7075,11715
12093,1569
12093,15037
12093,5253
12093,10395
7595,9144
7595,2192
8453,6669
8453,4686
8453,2238
8453,13476
8453,1409
8453,2135
8453,2356
8453,3311
8453,16398
8453,11714
8453,13690
8453,13107
1569,15037
1569,18020
1569,11221
8194,13127
8194,1906
8194,7805
8194,7846
13127,7805
13127,13801
13127,1906
13127,7846
13127,9429
7805,9559
7846,13801
7846,9429
7846,18608
765,521
765,912
765,1759
765,14559
765,5968
765,7675
765,8213
765,8921
765,11271
765,12248
912,8921
912,12248
912,5786
912,8213
1349,13409
1349,3001
1349,14682
1349,15992
1349,6916
1349,9027
13923,18531
13923,3505
13923,341
13923,6485
1759,3317
1759,4620
1759,6029
1759,342
1759,2596
1759,4780
1759,5197
1759,7314
1759,10655
1759,10999
1759,11819
5291,7447
6916,15992
8921,521
8921,1094
8921,14559
8921,5968
8921,7675
8921,8213
8921,11271
8921,12248
12643,2407
12643,16295
12643,8345
12643,16911
12643,8094
12643,7785
12643,16920
12643,8929
12643,3416
12643,7481
12643,16803
12643,8679
12643,10425
12643,18165
12643,11708
7120,1956
7120,5272
5272,13069
14953,1173
5253,17835
10395,2204
10395,9946
10395,16199
10395,13699
14071,356
14071,12416
11802,13384
11802,15596
11802,5335
11802,15822
11802,16580
11802,16771
11702,2123
11702,11999
11702,9097
8459,8363
8363,13233
8363,5329
8363,11927
9559,3820
9559,12397
521,12248
521,11271
521,5968
521,14559
521,8213
521,7675
521,16434
521,9193
14559,11271
14559,5968
14559,823
14559,7675
5968,12248
5968,11271
5968,7675
5968,8213
5968,12422
7675,12248
7675,11271
7675,8213
7675,13434
8213,11271
11271,12248
12248,4833
12248,8789
13409,14916
13409,11693
3001,12314
3001,16721
3001,2901
3001,5395
3001,3136
3001,896
3001,15511
3001,14450
3001,6186
3001,16040
3001,17267
3001,9767
3001,10285
3001,13751
14682,14131
14682,14120
14682,9591
14682,3073
14682,6928
15992,13801
15992,3073
15992,9252
18020,17242
18020,16719
11221,13510
11221,7049
11221,3855
11221,13561
1758,2097
1758,2847
2097,2847
6869,9369
9369,11843
9369,17890
9369,16128
9369,9745
9369,11833
9369,8073
9369,3073
9369,12400
9369,6209
9369,9171
9369,8713
9369,231
9369,17117
9369,839
9369,13792
9369,5612
9369,2293
9369,18036
9369,3081
9369,4102
9369,860
9369,14261
9369,2612
9369,3576
9369,3644
9369,16884
9369,17128
9369,9124
9369,9734
8900,7659
8900,7457
8900,9551
8900,11067
8900,2667
8900,17654
8900,790
13801,14072
13801,2809
13801,3775
13801,6711
13801,16764
13801,11843
13801,12864
9429,990
3820,9362
3820,5552
3820,7062
3820,2590
3820,3847
3820,4986
3820,4719
3820,14507
3820,1074
3820,13826
3820,1779
3820,15193
3820,4014
3820,6363
3820,4405
3820,2689
3820,9925
3820,8352
3820,10802
3820,568
3820,13224
3820,492
3820,13765
3820,1425
3820,3912
3820,4111
3820,15294
3820,5564
3820,5540
3820,15818
3820,8165
3820,8543
3820,17160
3820,17511
3820,17558
3820,8225
1094,1377
1094,8648
1094,17600
1094,10335
1094,9891
1094,5777
1094,14825
1094,6919
1094,6695
1094,10317
1094,3110
1094,5071
1094,1551
1094,19013
4833,15404
4833,7855
4833,2023
4833,3495
4833,2943
4833,285
4833,10943
4833,12878
12422,18507
7447,4719
7447,15193
7447,507
7447,8352
7447,13684
7447,3912
7447,4012
7447,5404
7447,5564
7447,15818
7447,16487
7447,7328
7447,8543
7447,17160
7447,9879
9144,10175
9144,17779
9144,15712
9144,6268
9144,8380
9144,9339
9144,17747
11693,4042
11693,18996
11693,13128
11693,971
11693,1039
11693,1067
11693,2129
11693,14166
11693,2223
11693,14998
11693,4935
11693,5167
11693,5723
11693,7989
11693,8562
11693,8991
11693,9379
11693,9530
11693,10066
11693,10174
11693,10730
11693,11116
11693,11228
11693,11245
11693,18630
11693,11980
11693,17170
11693,17524
13233,1385
13233,19096
13233,18320
13233,17490
13233,3198
13233,5407
13233,5329
13233,15335
13233,15306
5329,7913
5329,19096
5329,18320
5329,17490
5329,3198
5329,5407
5329,17980
5329,17554
5329,18609
5329,15306
11927,8718
2266,7278
2266,13126
2266,4123
2266,15084
2266,4836
2266,16711
2266,17427
2266,9732
2266,11253
18608,9997
18608,5356
823,10203
823,7298
13434,11129
13434,597
13434,18240
13434,3612
13434,5649
13434,6761
13434,16796
13434,17281
13434,10396
539,1347
539,1001
539,10838
539,9444
539,2074
539,7367
539,16684
742,2488
742,18260
742,13077
1001,1347
1001,2069
1001,2074
1001,14443
1001,4370
1001,4738
1001,5803
1001,16799
1001,9444
1001,17766
1001,10204
1001,10208
1001,10838
1001,14580
1347,13406
1347,2069
1347,2074
1347,5998
1347,7260
1347,16799
1347,8233
1347,9444
1347,17766
1347,10204
1347,11758
1347,12985
2074,4738
2074,17766
2074,7260
2074,14580
4641,2956
4641,3578
4641,9682
4738,7645
4738,17766
4738,14580
7260,17766
7260,16799
7260,9444
7260,14580
16799,17766
16799,5803
16799,9444
9444,17766
9444,2069
9444,10838
9444,15624
9444,16319
9444,7037
9444,16988
9444,17620
9444,10204
17766,2069
17766,14443
17766,4370
17766,5803
17766,7037
17766,16988
17766,9754
17766,10204
17766,10838
17766,12022
17766,14580
14580,3578
14580,1990
13406,8233
13406,4648
13406,5998
13406,12985
2069,11758
2069,1196
2069,15358
2069,288
2069,1982
2069,15515
2069,5803
2069,6563
2069,8307
2069,9754
2069,18870
5998,8233
5998,3917
5998,5642
5998,17225
5998,12985
8233,57
8233,13240
8233,3030
8233,3045
8233,14914
8233,6171
8233,16367
8233,7055
8233,16635
8233,9873
8233,18386
8233,11920
8233,18611
8233,12985
10204,12022
10204,4853
10204,5803
11758,288
11758,1196
11758,1982
11758,4276
11758,15358
11758,15515
11758,6563
12985,16130
12985,8843
5803,16988
5803,4853
5803,9754
288,1982
288,15515
288,9754
288,18870
1196,4276
1196,6563
1982,15358
1982,5247
1982,18360
1982,7542
1982,15515
1982,16097
1982,8307
1982,17214
1982,9754
1982,10738
1982,18870
4276,6563
15358,6563
15358,7542
15358,10738
15358,18360
15358,18993
15515,8307
15515,13513
15515,3532
15515,8628
15515,9754
15515,10088
15515,18870
16319,11831
16319,7037
11831,14443
11831,4969
11831,7645
11831,12428
11831,18993
14443,10838
14443,7645
14443,12428
14443,4969
14443,18993
4370,12564
10208,10838
10208,7645
10208,4579
7645,4969
7645,12428
14903,1446
14903,4853
14903,16988
14903,11730
4853,12022
4853,16988
4853,11730
6008,8988
6008,10397
6008,4996
6008,9486
6008,18268
6008,18851
12022,1248
12022,9509
2956,9682
2956,11037
3578,5247
3578,9682
3578,1990
3578,8124
3578,9486
9682,4026
9682,16704
9682,8970
16988,5425
9754,18870
57,16367
57,11920
57,5461
57,560
57,18386
57,16635
57,14127
57,3030
57,18611
13240,16367
13240,11920
13240,6171
13240,16635
13240,2156
13240,6400
3030,16367
3030,11920
3030,6171
3030,14914
3030,3045
3030,9338
3030,9795
3030,9873
3030,18611
3045,11920
3045,6171
3045,14914
3045,7055
3045,16635
3045,9873
3045,18611
14914,9873
14914,18611
6171,16367
6171,11920
6171,16635
6171,10805
16367,560
16367,2617
16367,6047
16367,16445
16367,16635
16367,9999
16367,18386
16367,11920
16367,17525
7055,9873
7055,3162
16635,11920
16635,560
16635,18386
16635,1021
16635,9873
9873,6030
9873,8870
9873,18611
18386,560
18386,2156
11920,560
11920,2156
18611,14981
4917,5247
5247,2300
5247,7542
5247,8124
5247,17214
5247,10738
5247,18360
7542,18360
7542,18993
7542,16097
7542,8307
7542,17214
7542,10738
10738,18360
10738,16097
10738,17214
10738,5012
10738,9760
10738,10154
10738,18425
18360,16097
18360,17214
18360,11402
18360,12329
18993,12428
18993,8307
8307,12564
8307,17038
8307,18260
8307,13747
8307,4026
8307,3660
8307,987
8307,15389
8307,3931
8307,4802
8307,10771
8307,11771
8307,11944
4969,12428
9509,17453
10210,151
10210,2202
11730,3260
1248,8123
1248,6489
560,574
560,2156
2617,5010
2617,15787
16445,7852
16445,8973
16445,9245
16445,18418
16445,8375
16445,85
16445,9883
16445,2960
16445,1444
16445,6877
16445,2894
9999,4879
2156,5461
15657,1978
5461,5450
3917,5642
3917,17225
5642,17225
5642,12078
16130,8856
16130,13121
574,18946
574,6560
2300,12308
2300,15475
2300,1392
16097,9760
16097,10154
11402,2265
12329,6135
12329,15749
12329,10746
12329,3274
12329,15162
12329,4959
12329,16058
5425,5420
5425,9486
5425,4790
7741,4854
151,17216
151,4075
151,1413
151,5216
151,3541
151,5205
151,6108
151,8923
2202,8058
4854,631
4854,7209
4854,58
4854,8593
4854,18854
4854,16552
4854,2905
4854,3868
4854,11464
4854,936
4854,978
4854,1187
4854,1198
4854,2412
4854,3047
4854,3953
4854,3962
4854,15021
4854,15405
4854,16521
4854,8310
4854,8340
4854,8890
4854,9000
4854,9503
4854,17534
4854,18143
4854,11127
4854,11592
4854,12111
4854,18787
4854,973
4579,18260
4579,17914
4579,15638
4579,7840
4579,8214
4579,18184
12564,6535
12564,10155
7367,1187
7367,15021
7367,973
7367,15608
7367,14603
7367,9464
7367,8310
7367,9503
16684,7224
16684,18142
16684,2466
16684,7524
16684,7979
16684,1228
16684,11464
16684,6012
16684,3962
16684,18424
16684,8809
16684,8291
16684,4604
16684,16599
16684,10964
16684,6151
16684,8310
16684,1198
16684,4052
17453,5555
17453,16015
17453,10271
17453,2057
17453,3935
3750,8677
8677,3545
8677,5944
8677,6191
8677,18852
3260,14361
3260,13454
3260,14531
4026,3430
4026,3679
4026,13747
4026,5983
4026,4802
4026,5129
4026,7826
4026,15508
4026,11230
4026,11944
16704,5372
16704,8015
16704,15508
16704,8970
1754,10314
1754,18141
1990,8068
9486,4790
11037,5256
11037,12271
11037,15257
11037,8664
11037,4570
11037,2614
11037,14213
11037,17040
11037,5837
11037,16655
11037,234
11037,1604
11037,14389
11037,17678
11037,14262
11037,2929
11037,14680
11037,15216
11037,4622
11037,5269
11037,5372
11037,7369
11037,18111
11037,12230
11037,19100
5336,5379
5336,10479
5336,11783
5336,13190
5336,8972
5336,11165
5336,6886
5336,4349
5336,16851
5336,11942
5336,1618
6400,7755
6400,11119
6400,9981
6400,669
6400,7942
6400,2482
6400,563
6400,14127
6400,3009
6400,6744
6400,17281
6400,9338
6400,9380
6400,12078
9338,7755
9338,669
9338,7942
9338,2482
9338,4539
9338,563
9338,14127
9338,6744
9338,12078
1021,18401
14127,7755
14127,11119
14127,9981
14127,669
14127,7942
14127,2482
14127,4539
14127,6744
14127,9380
6464,4177
6464,17947
6464,15324
6464,18063
1978,12222
1978,14505
1978,13131
1978,8015
1978,1460
1978,5136
1978,11275
1978,18356
12078,7755
12078,455
12078,11119
12078,17392
12078,9981
12078,669
12078,7942
12078,2482
12078,4539
12078,14981
12078,563
12078,8662
12078,18813
9795,2336
9795,7005
9795,11236
9795,19095
6030,18284
8870,8928
8870,10974
8870,4006
8870,17671
8870,11178
3162,18008
3162,13696
3162,3903
3162,12272
3162,13509
2482,7755
2482,455
2482,11119
2482,17392
2482,9981
2482,9368
2482,669
2482,7942
2482,746
2482,2413
2482,14981
2482,4539
2482,6744
15647,1295
15647,538
15647,16205
15647,406
15647,18324
15647,383
15647,3944
15647,8768
15647,9124
17114,10175
17114,18977
15361,18184
15361,8902
15361,18998
15361,10883
15361,16946
15361,550
15361,17743
7365,16797
7365,18164
7365,17696
7365,16408
7365,7435
7365,7638
7365,7817
7365,16948
7365,11067
7365,12755
9760,10154
9760,1392
9760,1676
9760,3301
9760,13492
9760,13484
10154,15802
18425,10788
2800,1972
2800,5114
2800,6959
2800,7679
2800,10158
2800,12088
1972,6959
1972,7679
1972,11382
1972,544
1972,13641
1972,1943
1972,4521
1972,8435
1972,8834
5114,10158
5114,4537
5114,3788
5114,2769
5114,544
5114,1943
5114,136
5114,5526
5114,7668
6959,4537
6959,5526
6959,11382
6959,12088
10158,544
10158,1814
10158,1929
10158,2166
10158,2769
10158,3788
10158,4110
10158,5498
10158,5526
10158,5585
10158,16498
10158,7668
10158,8641
10158,8859
10158,9475
10158,9656
10158,9679
10158,10821
10158,11382
10158,12192
10158,12445
10158,12482
10158,12511
12088,9238
12088,544
12088,1943
12088,2166
12088,2769
12088,15322
12088,7668
12088,17137
12088,9916
12088,13078
544,11382
544,4537
544,9238
544,3788
544,2769
544,3168
544,1293
544,1943
544,5526
544,7668
1814,8859
1814,16498
1814,8641
1814,12445
1814,5585
1814,1929
1814,5498
1814,12192
1814,12511
1929,9475
1929,16498
1929,8641
1929,12445
1929,5585
1929,4110
1929,15424
1929,5498
1929,10821
1929,12192
1929,12511
2166,9238
2166,1943
2166,7668
2769,11382
2769,4537
2769,9238
2769,3788
2769,1943
2769,3168
2769,5526
2769,7668
2769,13078
3788,11382
3788,4537
3788,9238
3788,1943
3788,3168
3788,7668
4110,9475
4110,16498
4110,8641
4110,12445
4110,5585
4110,12192
4110,5498
5498,9475
5498,8859
5498,16498
5498,8641
5498,12445
5498,9679
5498,5585
5498,10821
5498,12192
5498,12511
5498,12482
5526,11382
5526,4537
5526,3168
5526,7668
5526,10038
5526,314
5526,2608
5526,6676
5585,9475
5585,16498
5585,8641
5585,12445
5585,10821
5585,12192
5585,12482
5585,12511
16498,9475
16498,8859
16498,1042
16498,8641
16498,9679
16498,10821
16498,12192
16498,12445
16498,12482
16498,12511
7668,11382
7668,4537
7668,9238
7668,8641
7668,10821
7668,3168
7668,1943
8641,9475
8641,8859
8641,10821
8641,12192
8641,12445
8641,12482
8641,12511
8859,9475
8859,17704
8859,18861
8859,10821
8859,12192
8859,12445
8859,12482
8859,12511
9475,4529
9475,10821
9475,12445
9656,10821
9656,17614
9656,10675
9656,863
9656,3557
9656,15701
9656,12223
9679,2121
9679,7243
9679,9693
9679,10678
9679,10699
9679,12511
9679,13597
10821,12445
10821,888
10821,6622
10821,11548
10821,12192
10821,12465
10821,12482
10821,12511
11382,1943
11382,3168
11382,4537
11382,9238
12192,12445
12192,12482
12192,12511
12445,3415
12445,8736
12445,12511
12511,2121
12511,4677
12511,7243
12511,10678
12511,13597
4537,1943
4537,3168
1943,3168
1943,11902
3168,1053
3168,4784
3168,8136
3168,13020
9238,12856
9238,13078
18861,3689
1042,18125
1042,18772
1042,17368
1042,6675
1042,2885
1042,3691
13641,8435
13641,13135
13641,3702
13641,8834
4521,8834
4521,17022
4521,326
4521,14486
4521,500
4521,8998
4521,10479
8435,500
8435,1669
8435,3006
8435,8834
8435,17923
8834,500
12856,15897
12856,7970
3415,139
3415,13995
3415,5736
2121,10678
2121,13341
2121,4677
2121,7243
2121,13597
7243,10678
7243,13597
9693,6204
9693,8728
9693,9354
9693,14068
9693,11240
9693,213
9693,9628
9693,467
9693,17765
9693,7333
9693,11051
9693,18604
9693,15245
10678,2679
10678,16136
10678,5235
10678,8642
10678,8804
10678,10699
10678,11830
10678,1538
10678,12874
10678,13597
10699,13597
500,75
500,6419
500,11130
500,736
500,2312
500,8998
500,9440
500,10479
500,11129
500,11692
500,13423
1669,2618
1669,3006
3006,13045
3006,4071
3006,8673
17923,6419
17923,15848
17923,11130
17923,14317
17923,15465
17923,12184
17923,4211
17923,15963
17923,10396
13135,15848
13135,14947
13135,4775
13135,13428
13135,11096
13135,5711
13135,678
13135,11282
13135,3949
13135,13354
13135,11129
3702,4094
3702,8337
3702,17941
15322,139
15322,4668
15322,9916
17137,5838
17137,8544
17137,4335
17137,17433
17137,8770
17137,3970
17137,2955
17137,721
17137,16746
9916,4668
15424,6257
15424,412
15424,15626
888,12465
888,6622
888,7314
888,11548
6622,12465
11548,12465
12465,4691
12465,11032
13995,5736
13995,1433
13995,10324
13995,5539
13995,6764
5736,1433
5736,13837
5736,10324
5736,12211
4677,14264
2679,12874
2679,16136
2679,12449
16136,12874
16136,8804
16136,11969
5235,10753
8642,1538
8804,12874
8804,6378
8804,8057
8804,11969
8804,11830
8804,12433
8804,12449
1538,9172
12874,6378
12874,8057
12874,11969
12874,12433
12874,12449
2618,8059
2618,18077
2618,8626
2618,8687
2618,6724
13045,16346
13045,351
13045,707
13045,1685
13045,14523
13045,4008
13045,5446
13045,10091
13045,10453
13045,18407
13045,12337
4071,4873
4071,4454
4071,12483
4071,8673
4071,12943
4071,2651
8673,5513
8673,12493
8673,12527
8673,1689
8673,12483
8673,13426
8673,1295
8673,1835
8673,4350
8673,17556
8673,10149
8673,10279
8673,18000
8673,8889
8673,18571
4094,299
4094,507
4094,13517
4094,854
4094,13826
4094,1779
4094,14507
4094,4014
4094,4241
4094,4405
4094,15452
4094,15818
4094,6363
4094,7062
4094,8337
4094,9362
4094,17511
4094,17558
4094,11036
4094,17941
4094,17305
8337,11924
8337,17941
8337,16493
1053,8136
1053,4784
8136,1369
8136,2236
8136,4595
8136,13020
13020,16759
13020,16206
13020,8827
13020,7302
13020,5598
13020,2501
13020,7230
13020,8857
13020,10884
1293,4115
1293,1733
14150,7753
14150,7773
14150,7908
14150,10980
2407,7908
2407,7773
2407,7753
2407,18626
7753,7908
7753,7773
7753,6257
7773,7908
7773,13693
12330,16128
12330,5356
12330,14817
16652,7112
7112,1689
7112,8594
7112,13291
7112,17660
7112,14558
7112,13688
4691,1469
11032,9881
11032,7510
11032,26
11032,11976
7314,7027
7314,11819
7314,15761
7314,5197
7314,10479
7314,10999
1433,9906
1433,10324
1433,12211
13837,16087
13837,731
13837,4764
13837,18155
10324,2339
10324,9906
10324,12211
12211,6502
12211,2339
12211,5539
299,11365
299,15688
299,16836
299,1489
507,5552
507,7062
507,18644
507,2590
507,4719
507,14507
507,1074
507,13826
507,1779
507,8872
507,17804
507,15193
507,492
507,568
507,13765
507,13684
507,1425
507,14020
507,14739
507,3912
507,4405
507,15452
507,5357
507,5359
507,5404
507,5564
507,5611
507,8165
507,8358
507,8352
507,8543
507,8607
507,17160
507,17511
507,9727
507,12000
507,8225
13517,9362
13517,5552
13517,296
13517,568
13517,13765
13517,1012
13517,1074
13517,1425
13517,13839
13517,13826
13517,1779
13517,1961
13517,2689
13517,14507
13517,2985
13517,4014
13517,4241
13517,4405
13517,4719
13517,15344
13517,5404
13517,5540
13517,6213
13517,15818
13517,7062
13517,7328
13517,8005
13517,8165
13517,8302
13517,8543
13517,17160
13517,17558
13517,9879
13517,17804
13517,10587
13517,11036
13517,4986
13517,16970
13517,17305
13517,8225
13826,3639
13826,7062
13826,14507
13826,1074
13826,568
13826,13765
13826,843
13826,1425
13826,1779
13826,2689
13826,4014
13826,4241
13826,15193
13826,4405
13826,5540
13826,15818
13826,6363
13826,8005
13826,16880
13826,8543
13826,17160
13826,17511
13826,17558
13826,9879
13826,17804
13826,10587
13826,12567
13826,8225
1779,9362
1779,5552
1779,7062
1779,2590
1779,3847
1779,4719
1779,14507
1779,1074
1779,492
1779,568
1779,13765
1779,13684
1779,14020
1779,2689
1779,14739
1779,3912
1779,4012
1779,4014
1779,4111
1779,4241
1779,15193
1779,4405
1779,5359
1779,5404
1779,5564
1779,5540
1779,15818
1779,6363
1779,6605
1779,7328
1779,8165
1779,17194
1779,8543
1779,17160
1779,17511
1779,9879
1779,10587
1779,10802
1779,8225
14507,3639
14507,5552
14507,296
14507,16100
14507,2590
14507,3847
14507,6786
14507,4986
14507,4719
14507,13224
14507,492
14507,568
14507,7798
14507,13765
14507,1074
14507,13684
14507,14020
14507,2689
14507,14739
14507,3912
14507,4012
14507,4014
14507,4111
14507,4241
14507,15193
14507,4405
14507,5404
14507,5564
14507,5540
14507,5611
14507,5213
14507,15818
14507,6363
14507,6605
14507,7328
14507,8358
14507,8352
14507,17194
14507,8543
14507,17160
14507,8872
14507,8963
14507,17511
14507,9879
14507,9925
14507,17804
14507,10529
14507,10587
14507,10802
14507,18311
14507,12567
14507,8225
14507,2755
4014,3639
4014,9362
4014,5552
4014,7062
4014,296
4014,2590
4014,4986
4014,4719
4014,1074
4014,8302
4014,8872
4014,17804
4014,15193
4014,13224
4014,492
4014,568
4014,13765
4014,14020
4014,2689
4014,14739
4014,3912
4014,4012
4014,4019
4014,4241
4014,4405
4014,5564
4014,5540
4014,15818
4014,6363
4014,16252
4014,7328
4014,8005
4014,8165
4014,8352
4014,8543
4014,8607
4014,17160
4014,9958
4014,17476
4014,17511
4014,9925
4014,11036
4014,11226
4014,18311
4014,17305
4014,8225
4241,9362
4241,5552
4241,7062
4241,2590
4241,4986
4241,1074
4241,15193
4241,6363
4241,2689
4241,9925
4241,10587
4241,10802
4241,568
4241,1425
4241,17476
4241,8005
4241,17160
4241,10687
4241,8165
4241,5404
